Document Id,Similar Count,Hash,Document Type,File Extension,File Size,Character Count,Page Count,Primary Language
8169,1,1C57C278F8C45FE3B0F1A33CF98FE5CA51A299C0,Email,.msg,46080,5334,4,English
8205,2,0FAA5D57A6F5A225610DE1BD4E14867CBC5066BC,Email,.msg,46080,6558,4,English
8442,2,380AD80892BC9EE27F1A58AC30DC010E925FA869,Email,.msg,110080,6928,4,English
8444,7,3952F5EF42840502F5CD002181B93EDFFB9CA95D,Email,.msg,56320,6956,4,English
8445,2,39B984FAEE893E51DF4A68CE20F82B37FF927F80,Email,.msg,80896,5032,3,English
8523,4,B56ABAB055DDBF07B3A033DD6B6925B71A103A04,Email,.msg,54272,4876,3,English
8532,3,0966056006A2FEA4339C242D3260F1A61CA3F8F0,Email,.msg,62976,3070,2,English
8576,9,2F5224E2A0ED9F42D819138503E0F85604BE0207,Email,.msg,107520,10838,6,English
8604,2,6BE07E5F70A40553BAB0A7DF0AE44F6C5FE5719E,Email,.msg,39424,2316,2,English
8642,7,51F3F6EC40F974555E2E416F359CAA2CB8F3F8F7,Email,.msg,157184,14193,8,English
8706,1,BA59DE70682B651D00247BC9E30286874F093233,Email,.msg,48640,1242,1,English
8709,3,30D386B5221504FC9A9F9FE94289B8F06DF37FE0,Email,.msg,44032,5112,3,English
8738,2,5242F10D036D8E620876F904A1245C8BA654F8E0,Email,.msg,78848,4367,3,English
8803,4,5284CDF890E438EB0FCC182982F1C7ED929100F1,Email,.msg,107520,12949,5,English
8841,3,0A1CC3C54C2A576C79AD715094139F004B8020F0,Email,.msg,57344,2703,2,English
8862,7,1BA0C256918EDDC14A88ABFEBF7AAB21C9CFDA74,Email,.msg,66048,5712,4,English
8874,3,709E086BABF65AD784706B6126BDB1C78114438C,Email,.msg,113664,5055,3,English
8957,2,E6B74CEFCC92E99C1FFDD9F5238ABE4254710F1A,Email,.msg,35328,2067,2,English
10042,9,0F54AFFAE338784DAE3E516D8145F7C011835B7C,Email,.msg,104960,13251,7,English
10101,7,F915BD190BC112C6C8AC594189A0981C452DCAA3,Email,.msg,100352,15521,8,English
10109,4,08C13632F6805FDD150E49F1CFE19EF475BC6B05,Email,.msg,125440,1094,2,English
10125,1,81393661B9B4ACD51735697F26AFF28BE4C9E590,Email,.msg,66048,1531,1,English
10148,4,642FC1CEAC657A3EDFD72B23C674B115A79ECEFD,Email,.msg,45568,4390,4,English
10151,1,E47A1A6FAFE596752B83AAFDCD8082E1E1220108,Email,.msg,98816,2005,2,English
10164,6,84021FF88BB1D9377D4296EF31C3801E8DC859A8,Email,.msg,172544,15408,6,English
10180,4,FEA5E8C0F61BC52353060A88AAF43D490B62F7BE,Email,.msg,37888,2685,2,English
10181,2,841B7EA55BB42B46B538FB803E42C2A1147FE784,Email,.msg,40960,1853,1,English
10204,5,7AAAA266C0F188516217D388A9AA2B3CDE0D4A63,Email,.msg,119808,9274,4,English
10222,13,85097DA3F595CFE103F72EF48D53548434AD710D,Email,.msg,47616,7339,4,English
10225,1,647071944DBC06C0D5620A965259454327572DBE,Email,.msg,11200512,2709,2,English
10248,1,E409E3B78C2F25E08E1EAB535BFD0C7CEDB7ACE0,Email,.msg,197120,5629,4,English
10257,3,11B3A18FF9A4E620D7889D17C6F7F0AE82DBB7FD,Email,.msg,102400,4243,2,English
10326,2,878DD4ED03FDA2826973CD17249C0AD9C622119B,Email,.msg,133632,5840,3,English
10374,3,7D9921727A055D04E0686CDF71D2D56731D77546,Email,.msg,47104,2557,3,English
10378,2,30678F202B968DF52DBEEA4D2492299E70065BD6,Email,.msg,101888,3464,3,English
10384,2,06700F73487995823E41C6C1F21A18CD926D56E5,Email,.msg,99328,3099,2,English
10423,3,C8D3368B95013D7A3D3833ED23BEF39F68228B6D,Email,.msg,46080,2703,2,English
10438,2,892A26F58683C97D4088D46B2B02D8842DBFBC9E,Email,.msg,89088,3702,2,English
10578,1,80DEF0BA4D0CA8EA7C820F6E3F4CC7143C77E627,Email,.msg,72704,5869,3,English
10651,9,0411A34A1DF6B50CC5E2E38A0B1FEE2C24820715,Email,.msg,128000,7753,5,English
10675,2,9C810B107D90B1A463CFBD13AA4E713FA46BD757,Email,.msg,176640,1057,1,English
10822,1,06A466B903ECCB70CACF6D3ECC0D37CC76644843,Email,.msg,35328,3795,3,English
11051,7,7217C8C3D1BD352FCB17F222C68377F80D337725,Email,.msg,174592,10911,6,English
11055,6,736980ACE027DC4DCAAF22943F5C5A359B1EF45B,Email,.msg,184320,17642,8,English
11057,5,CEFC4F1037F20B331AA934A5BE65AE0C76D0F8D0,Email,.msg,123904,10052,5,English
11062,2,760F56DBF1DE1D90543C71BEE2CE209BB1EF4B1E,Email,.msg,79360,20937,9,English
11063,1,764F894AD40FE918B6B09ADFE7DB7D4F97EB8CFC,Email,.msg,69120,7286,5,English
11065,7,776A3814924D00604654905CB1D4E7827E18ACA1,Email,.msg,111104,7137,4,English
11068,5,7804446D2EE78557657461D1E631675FFE712DB5,Email,.msg,46080,3136,2,English
11075,3,4526D57F96FC6230F46E3E9CBB05B22EAE787AAB,Email,.msg,48128,5267,3,English
11101,3,5ACB16B900F77541D8CA3574E5478C492DB4EBD6,Email,.msg,1300992,1159,1,English
11104,4,4B07F875E3438B2F2BD8E7277A94F53911F1118F,Email,.msg,194048,10057,5,English
11108,4,5C8382F21894E28971E5E8F93F9CE608B64E85AB,Email,.msg,130560,9190,5,English
11129,4,61E859577369C53F14C3B0D5394A1498AD6537F9,Email,.msg,45568,3878,2,English
11136,1,38E70258E666B70269D8768AD90B64A9FC3EA749,Email,.msg,56320,3307,3,English
11137,5,39249F5E6E0FA2A7CDFA41E63BCEA8C30393E235,Email,.msg,206848,6576,3,English
11225,8,25B320D49272893C6A40FC607DD60FD18881C941,Email,.msg,60928,11251,7,English
11227,3,2649CF6F2A7DBB98A2E81AED4F8EDFC1F43F0D47,Email,.msg,109568,3279,3,English
11235,6,27D2CC9C08A3946D24B91A4E3E046F00837FAE48,Email,.msg,62976,8769,5,English
11362,7,CBD3DF31D12A15E5804F5D82F1BE86EB5645A6B3,Email,.msg,124416,9521,5,English
11365,10,CE5DFA7AE9880F12B9ABCD3540A5021F013DEC52,Email,.msg,53760,7601,4,English
11367,5,D04183B7AC8C699AE37E1876B2078149F4DF063B,Email,.msg,115712,7708,4,English
11369,3,D1234E9D0041CB55E12356105FD1C3A9629B9054,Email,.msg,46592,4084,2,English
11375,2,D374BAC3910530927E2584001CEB5901BBADFA7A,Email,.msg,42496,2561,2,English
11378,2,D44B12516DD8BFFC903C0A0721C249B54B43EC2D,Email,.msg,39936,1869,2,English
11380,8,D542EDBEC37249F555E840110F524B4D97164C6A,Email,.msg,138240,10646,6,English
11401,1,016453FFBD96195AFE8F7D23A93639450EB3E2D2,Email,.msg,397312,4169,3,English
11415,1,D5AAC83FC841037E7AD0431A87D9F37B2FA4304F,Email,.msg,1235456,2247,2,English
11486,5,D8F1A41AB17629412370D81C8EA2FFBC9B874434,Email,.msg,109568,8824,4,English
11523,8,AA6ABE0D191CD3F9D27E5DF39B3C4B6567ED7175,Email,.msg,144896,10991,6,English
11540,2,ACD0EB15F06A93A4925BDC1E6D59B52B2C348E8D,Email,.msg,87552,1498,1,English
11567,5,3B8745C03F04CC3441E5ED839983F4C061048C5B,Email,.msg,56832,6859,5,English
11643,2,2DD2DCBBB9BFFAA75899E0E59B0CE2A8C28EF96F,Email,.msg,137216,4664,3,English
11703,8,B124574AB01BC0277DBB2FD14E854D458B7291B6,Email,.msg,137216,14611,8,English
11756,3,B35BDA17C88D139BD79AF0B3690386E3EC5A4449,Email,.msg,116736,7103,4,English
11778,5,6474C2DB4BF11BD945AC50C84D822CACCC8E0B22,Email,.msg,77824,4929,3,English
11847,5,5885C9B334F253937F7C8E354DB74E763AD7F0B0,Email,.msg,101888,7215,4,English
11868,9,B72FA7F5EA9FC5C0C3E6D0F4FD6436BE8AF72E1B,Email,.msg,173056,10454,6,English
11896,2,B741211E78B2BC975BF7699EFA5C91FC85AC5FD4,Email,.msg,37376,4156,2,English
11927,9,B7AB8A2BF4B7D35C4E5AE3D737915DB880F85E8A,Email,.msg,74752,4945,4,English
11964,8,0D189506FF033C72DBE273F4CC63AE2C674DBC3F,Email,.msg,92160,12246,6,English
11990,1,0D42A5A9EB1CC5A79112F0AE928680ABF18D7829,Email,.msg,48128,3132,2,English
12066,1,0CD159F2DAC4F5F14D3EFC67E7685FD20A349015,Email,.msg,86528,6196,3,English
12077,4,4F7012AD03A6C6E2FA136DF393654751B2596175,Email,.msg,44032,4641,3,English
12374,8,15700DCB96B88A0BF6B982B3841EA322FC87DAC6,Email,.msg,79360,13237,7,English
12712,2,0018DD1FFE86B8A56625CCDCB39E3876C117246F,Email,.msg,7024128,2877,2,English
12725,2,F8E840D75CDB781F94C154456A6CFCFCADE0BA77,Email,.msg,866304,4386,3,English
12761,3,E64A2B620DDB1555BEC626C1789C48EB2264014A,Email,.msg,123904,8012,5,English
12780,6,1A7504DFCE91A6F0BEBA77D7C482209A4499DB14,Email,.msg,119296,7608,4,English
12782,4,3C9129942D07C37A23BF6F01F99E90D52056ED35,Email,.msg,126976,1096,2,English
12797,2,3CA33F618E5271488AEEBEB94D707F13D0382642,Email,.msg,146432,7202,4,English
12887,1,9065FAE7714871D70B89DF0816D626E8ECA3C9D7,Email,.msg,210944,5482,6,English
12888,9,0A533AD7A0E4AAFA975AB52B33DD9BBAA9606074,Email,.msg,104448,9568,6,English
12929,2,931F5F634DCE8F75D29817E57DED10F2FC8EA812,Email,.msg,96768,6038,3,English
12960,5,128A03D993C29E789D13E8FA9F69C11DC238D8DB,Email,.msg,79360,7502,5,English
13010,5,BCF9811B56765E038605B8BC024047A6468BE3FE,Email,.msg,138752,6783,5,English
13097,3,6C533697BDC64C8DB2FEB37B88F15ABE6B1A7E53,Email,.msg,225280,5816,6,English
13106,5,B51F612F8EA6738CBE8DED8471C7DBE3534FF4C2,Email,.msg,77824,9680,5,English
13107,4,8FE1E05855ED36C076FEDC1FA157FA7AD87FCDE9,Email,.msg,275968,5744,3,English
13148,1,4017FD5DAF26CC9EF5A7F2B7EC91D928337AAE6C,Email,.msg,34304,1802,2,English
13150,2,A41A8ED282D00C7EE24AE3E14E7D351742C35C3A,Email,.msg,205312,9784,3,English
13160,4,6E72B014AF181F4010D6CAD45A87BC1C82C122E3,Email,.msg,42496,3830,3,English
13179,7,977E9F079C48F72845E2873C81A5CE0662AED1BF,Email,.msg,72192,4691,3,English
13190,7,9DC48A9DEEBDD2EF4D3562E3DD5457966CCF30E7,Email,.msg,57344,7303,4,English
13193,3,6ECDBE98D9CDAE5152A1DD7A129DA737480D6207,Email,.msg,109056,8006,5,English
13252,1,A07656EC7BE18A8DA7ACA73CC44F34B3BBBA05CD,Email,.msg,60928,2768,2,English
13311,4,A4EE48CABABB18D9034FACAA9A5B0B0111AB76AE,Email,.msg,51200,2102,2,English
13347,2,E0B8F61CD87FD74D2036D4C7472E4661015EC0A2,Email,.msg,105984,2749,2,English
14845,5,30109887ABE98C2976D643484B4DECC143C68E0D,Email,.msg,59904,4962,3,English
14852,6,ABBBA075F6BE6876F28082EFB36569155CB8874C,Email,.msg,110080,5668,4,English
14853,3,306EE5D7D45AA2320900D762B0E9C2AD1BB9A251,Email,.msg,40448,3375,3,English
14874,9,319E8AEE4E122292B23D4DE2C98FB5F23608A805,Email,.msg,143360,13048,7,English
14875,15,04B81D2963382D059B10E786B272995EED2D2BA5,Email,.msg,70144,6751,3,English
14876,1,B4CBC5730F1EC5191702256D453A342851F1A896,Email,.msg,104448,5018,3,English
14937,7,C03DCD1D1B934E9E89595DCC6AEC53CA52305FAB,Email,.msg,148992,14592,8,English
15242,4,86CF6585116E527AB784A0BDD93E2856592E0CAA,Email,.msg,125440,7306,5,English
15712,9,EDC32651F80EADE23FB99D996568B79CC070021F,Email,.msg,171008,12337,7,English
15758,1,F79EF5A87C770852DB4657301B47A9D4E6A6C7DA,Email,.msg,210944,5469,6,English
15771,3,F87673D1ADE0D854E324535C726165D661D84CA4,Email,.msg,50176,3762,2,English
15783,2,FC44F127EFB4CE18CAD5047B4D109DF8F8A2474B,Email,.msg,172544,12320,6,English
15799,5,FE51C3470A8DD3F181AC307F70FBFC6D8910B9B2,Email,.msg,50688,5719,5,English
15831,4,FFB1DC79127811F35EAF42B3525766FC2AE8CECA,Email,.msg,172032,6017,6,English
15918,5,0BA5CC143724B08942FFD14F9F3DAD9CDA295722,Email,.msg,144896,7695,5,English
15953,4,CE6DE52D5026DBEB3F7B407E4DC70CF97257615B,Email,.msg,1379328,1154,1,English
15956,3,8CF0C381D33137846CA9A30D73F2985CB9927F8C,Email,.msg,78848,7443,6,English
15958,3,18B317DAD487E2EB88772115461A7468CA384C60,Email,.msg,208896,6256,6,English
16160,5,975124FEA8546CDCF7CAB92F97C049E54278530D,Email,.msg,144896,6463,5,English
16240,3,9E3F519E5DB4902159162AEF83736234D673E00E,Email,.msg,36864,2359,2,English
16245,1,7C3F9266E404135DFB21C177D214D0F580BB895D,Email,.msg,51200,1531,1,English
16286,6,7CE9A3F8F80D36AD26D880BC6E0B79B77F422D2D,Email,.msg,53760,4945,4,English
16424,4,A0569299D72B677FCC1048E6286110ECBB4D64C7,Email,.msg,1059840,1163,1,English
16499,2,74CD3612D3FB0B2E3476D5AFE930E88B67A62B5B,Email,.msg,2877952,1069,1,English
16650,3,837BB7FBCAF46EAC568929889E84263EF67A6B65,Email,.msg,58880,3636,3,English
16920,5,10A93CB82CB1EB935D4766BFDF55F3F252944E95,Email,.msg,225792,7644,4,English
17444,6,3EC292DEE75AAB89BD1552FF37D5C8774FC69528,Email,.msg,917504,1151,1,English
17451,3,3EE4EDF1903F28E1B4B457C398C71B4D760CB60F,Email,.msg,60416,4365,3,English
17464,7,41C5687DB06A692E85252B4FBC02DA370F784B99,Email,.msg,58368,10183,5,English
17480,2,428B77B15404266A230E6F0424A614396F028EF6,Email,.msg,964608,4863,2,English
17502,1,45EBF7DFCA77ADF9E6D553DBA084A005D10D4B9B,Email,.msg,49152,3686,3,English
17973,2,4B8EAB85754A44126EC75956E5686C7FC8296FD7,Email,.msg,117760,8871,4,English
17994,2,589C95BBAA9BEF59E02B268D32175810A6F41343,Email,.msg,133120,8591,3,English
18000,2,5BCAE2983DB8CFF02E467275E0051ADC3EB67E6B,Email,.msg,63488,5132,3,English
18004,6,5F035D6703C1CBE52F399C058E4BCA79DEC7BA6C,Email,.msg,122368,9004,5,English
18005,5,5F545BA7ECEC4CE9D808DBF908FD8B4AE8ADFE6C,Email,.msg,77312,7067,4,English
18233,2,61AFA956DCD3E1D75A5B14F33487FE291821034F,Email,.msg,102400,3444,4,English
18500,9,D991EA9069208C06C6825EB6E609CE56EA76C583,Email,.msg,116736,8630,4,English
18521,8,DA03813A69CC06380596047E8BADFB06F1F41D9E,Email,.msg,154112,9651,6,English
18588,4,E25E1B1DA1F98F4279D3B1E1947F3334102232B7,Email,.msg,113664,4892,3,English
18613,3,6E89D988C975C0AAF2FEC15A63F4A48087F765E8,Email,.msg,103936,4945,3,English
18703,7,73845A018E730A492032ADB287C8C5A4E5DAD06A,Email,.msg,122368,10074,5,English
18750,2,77D7707636D99357CCA75273569E4F424620DEE3,Email,.msg,66048,1444,1,English
18956,5,E8B1F92E5D467F4F93627289404D8D3EE4F93BA7,Email,.msg,113664,8993,4,English
19042,4,EC1CFC3868C9CF7893C3C14BB48B17F0C82A9611,Email,.msg,71168,1752,2,English
19153,7,ECFC0A3563B91235220180D0510E3CD96F68EE99,Email,.msg,72192,4236,3,English
23324,1,BB57E87FCEBABB56A8F84D9FFE123D8CD6B06B88,Email,.msg,733696,5637,3,English
23333,5,7916B17EA2E4F09A0C9A902A4033A67554FED743,Email,.msg,107008,10313,5,English
23340,3,B09AA1E3438D718F6AE569A097D7EDFF5E70FB50,Email,.msg,51200,5273,2,English
23363,4,B291FB6EADDF6CC49EC3E7EE827BC35E933518EE,Email,.msg,108544,5568,4,English
23368,5,231C9334EA5DE05B211FDF863419087109259B86,Email,.msg,74752,2697,2,English
23386,1,00097CA5B8510FF74470C43A1457DA80007D43B4,Email,.msg,89088,1154,1,English
23420,13,4A1916FE397711E942A6DC61D672F756B1B3F362,Email,.msg,328192,22529,11,English
23427,10,4A7014B0DAD97919073470D740C1F69C09452F84,Email,.msg,70656,12681,6,English
23459,4,72F5C5C0351D8C6FEAB3F25C8F0C63D7AB63FDF7,Email,.msg,184832,32841,18,English
23466,3,2C7007ADD0432D1A89F401DD6A7B3D79A92AB4BA,Email,.msg,421376,12983,6,English
23485,2,2CA4D84061A14B6927FA4AE8052D59F184EFD34F,Email,.msg,60928,2919,2,English
23497,2,00C9B59B0A29D941B2C30FF7A767A862A0C43786,Email,.msg,101376,9244,5,English
23566,3,633DEAA319354A6EDC9033B2E7E63E6B7DD71CA5,Email,.msg,71168,6119,4,English
23581,1,07024627E9A87CD74DC46101CAE8665EA0AC0617,Email,.msg,142848,3150,2,English
23615,3,F414C93EB12ED379AD9F724F30027888929B9732,Email,.msg,107008,6604,4,English
23629,3,32D6C00FF1E952EF11B50BD278B164217A3B57D8,Email,.msg,77312,6598,3,English
23639,7,87CCA8240757D6E155575B9536AD38CF96FE8217,Email,.msg,83456,5216,3,English
23641,2,8EFB07A82FB537795A3B7DECA481AD18813BC9A5,Email,.msg,153600,2681,2,English
23681,1,32FF13BFB9272D572AFBAD4B2C293D688B661E0C,Email,.msg,66048,6281,3,English
23684,2,9C28CD97BF61E3F78A82C0C536F2938F49D67D18,Email,.msg,403456,13964,7,English
23691,1,A55DBE8C77EAF75A637356F402831FBAD7BFC69B,Email,.msg,8420352,1719,1,English
23700,7,64542D1B3915AE939B88A70F91F8B7F208390377,Email,.msg,126464,6570,4,English
23721,4,6A58DC468FEABAD5EC7680FE57FBCFAE26386739,Email,.msg,142336,6351,3,English
23734,1,7603B57CF6341ECA2D6B21DD65BB82B186E07EA4,Email,.msg,18059776,7571,5,English
23753,1,8FED17D22609A3EAC81430064EB1FED45307427F,Email,.msg,95744,4048,2,English
23764,2,E73168DEDFC4CEDA1715C34918EA3E11E621208D,Email,.msg,91136,2430,2,English
23800,3,E7CAA12FE1E48A6E973685EDAF0C105F90785A72,Email,.msg,50176,5273,2,English
23813,1,6602FC1B54AE96E2E53439186CD29D1325DA5420,Email,.msg,101888,4933,3,English
23816,10,29F02FAEA48F68C273614EEFE6A2C1B3067D90F0,Email,.msg,68608,11274,6,English
23824,3,E8D9AB07B8C709DC7E265CA29330475EB24F31B2,Email,.msg,57856,2593,2,English
23861,1,EB2CEA0052A4BD549DB089DEDFEC6A35D10A95C8,Email,.msg,60416,2805,2,English
23882,3,EB98B1699307D4C2A9DCCB12A07369E9C641BAB5,Email,.msg,74752,8141,3,English
23886,3,9CA4713008F407789E8325D1FDB37AC86679A89F,Email,.msg,88576,4872,4,English
23907,6,9CF06279458C58868B1C13AD59F0914234144814,Email,.msg,66048,5752,3,English
23938,13,6CA90FA72871DE7F1E6E5616A6A4C3453B0953C1,Email,.msg,179712,19726,9,English
23975,3,7B240B0A420F22012DCE8B421CF54D1056EB7DDF,Email,.msg,74752,5600,4,English
23977,6,6D583353E6C112C2032E7A1AC01469904F669D07,Email,.msg,117248,5699,3,English
23986,4,7B931DE6E05FB0732527F6422FAD89062FCC4DB6,Email,.msg,664576,9902,5,English
24011,3,516CB13240D6F37315DBCAE8FC562D28E80DE1C9,Email,.msg,184832,6326,4,English
24020,3,5185024EBD15A7C953935FA3059715C18EE17353,Email,.msg,90624,3835,2,English
24067,2,5CD685A380D669671EFC8A08366926579906F01C,Email,.msg,411136,13225,7,English
24082,2,A4654B4FA8299E85F66FA0BDAC100A5CD1F9BDA2,Email,.msg,136192,6228,4,English
24114,3,7D0F07035EA7DBDB3FBA94C20C52906CB397A86F,Email,.msg,62464,7563,5,English
24116,3,4AF27C9559CA277FCC7A6FE0522D16BF1B078470,Email,.msg,398848,7009,3,English
24124,6,DF86A4169027F4F8B420118DBE8CABE681E3BA2D,Email,.msg,79360,4834,2,English
24127,1,7C1CA6FFE646D316CFB42820DA1F88AA8BFD366A,Email,.msg,134656,4035,4,English
24141,5,9E1D8A734C46B59DA70FAB0D424807B7BA89FD97,Email,.msg,521728,6339,4,English
24179,2,800BE68ADA2A43638748931B11DC5C07FA52F61A,Email,.msg,37888,4413,3,English
24182,4,9E69BEBF894FD2DE45B049F3CF5F3A4B493E0809,Email,.msg,141824,3557,4,English
24188,3,42B2246B722B4E661DB4B17469943A05CBB9B039,Email,.msg,52224,4763,3,English
24224,8,A5E9F291E337ED673C128BEF10B05B0EAF3A89F4,Email,.msg,132608,5105,2,English
24237,2,AD3E51A014B01D3DDDC159AE1CEAC39B9D515482,Email,.msg,7049728,1550,1,English
24261,3,A655E5BF861D107F62060DAF297591C7BF6D8B42,Email,.msg,62464,7369,5,English
24267,1,80DCEE8E8484874AC9A45D70D7CB27A760FCAF0B,Email,.msg,58368,2786,2,English
24270,1,A69F31EAB6EC2EBE31780F37A4EE8DD90E5206D7,Email,.msg,128000,8790,5,English
24271,3,BCB46663BC6AC1147CBC3452DDBD6FC320387880,Email,.msg,46592,3518,2,English
24279,3,BCFCFF6890B9E061CD2D3A878C4093F44D14C60D,Email,.msg,210944,13053,8,English
24280,3,42EF537B8CA1EC247C3136AE01386631448A0E58,Email,.msg,1590272,1354,1,English
24317,5,BE3DB57EE14534D425127E291CC45BBEC408EF00,Email,.msg,174592,10827,6,English
24322,1,BE46B270A28D24C10D9E8DD5E0874732AFA98E16,Email,.msg,96768,3225,2,English
24338,7,BE6CA74D64A307ED0FE3923830459216522E6556,Email,.msg,110080,19768,9,English
24349,8,BEDD324045498464D4596085805DFBDD2680D865,Email,.msg,92160,3570,2,English
24370,2,C25EEEA6D23B2CF5C3FCBA2CE0FBDD8B332A35AA,Email,.msg,132608,5691,3,English
24372,1,C2970A3F19FA8A6C2B9D52AAA82918A8D982F7DA,Email,.msg,62976,2101,2,English
24386,10,C43E6A8696E186B85C113BB873A1A4084D27B1F0,Email,.msg,73728,13325,6,English
24426,8,325BBAAAD9F3BF9B7DF90D45D347CDAD8EF3BDB7,Email,.msg,111104,6139,3,English
24427,3,756D43AC3537E05B5B31790A068D9CBD15CE9464,Email,.msg,412160,6989,3,English
24436,2,CF76591273BFBA0C43B1B6B6ECB4649AC47B72BB,Email,.msg,160256,4202,3,English
24444,5,D299AA93AC129DBD5ACA432F5682063CDEB85233,Email,.msg,126464,6446,3,English
24446,5,D7601813A04356CEF2F97DC3D0044ECFB048FE8F,Email,.msg,112640,10292,5,English
24449,3,D3E8849879AA26A6911964CBB591C1F6F7BDA676,Email,.msg,44544,2974,2,English
24476,4,7CE2B698CEEFE0A1F49022E8306EB2731AC55B28,Email,.msg,547328,6627,4,English
24479,1,DA19C785A55725DA482BE6E0794C2720DED19D21,Email,.msg,203776,1665,2,English
24481,2,9FBD661526741B18936B3CDC46BF1550C34C4960,Email,.msg,253440,4928,3,English
24489,2,DAB2480096DFFA7EDF14C9C9B81D6A46E5ED46E0,Email,.msg,69632,4483,4,English
24490,3,9FD5980CF6DA3747D45DD69610CBCA44056C5947,Email,.msg,82944,8591,5,English
24493,2,DAD4765BFC24C4A5CB6F9F42A6F235074802417E,Email,.msg,159744,20023,13,English
24497,4,A04DEA8931E22503C6E438AF7D2EA0CD04C9196C,Email,.msg,74240,3074,2,English
24516,7,DCB58FA37FA58CEAB39A0D6896D2D71DC06A5DF4,Email,.msg,65024,6120,3,English
24569,5,05E3D7BCADEA35B3CFAC174DBD0C7FB46B0A673F,Email,.msg,78336,10357,5,English
24637,1,5B629056E3EEB9AB22C830A8FCB4D089A69FAA9E,Email,.msg,1020416,1309,1,English
24650,3,42F002EFEB273FB1B80F799C53E6EA2A673ECA7A,Email,.msg,60928,3609,3,English
24652,1,69864CEB4B53BEA7D451CE7F67830EA4AF0398CA,Email,.msg,12015616,1538,1,English
24671,3,7B14479EA454752AAB65E3CF32C46B04F53CC63A,Email,.msg,13117952,1545,1,English
24690,5,43C335D0E8D9FA7F2E118A6D453AD7147F2CCA59,Email,.msg,759296,16645,8,English
24720,2,EBDD7A5070F911AD0CC6B4D3A5671FA17BE83D44,Email,.msg,11847680,8346,5,English
24722,2,BB5BF4BC13BC472C7FA675B9BE2E4C7DA5B8CEB1,Email,.pdf,2037778,10745,8,English
24729,4,11239486DF89DB14245F632F5BF7A556F281D984,Email,.msg,132608,8128,4,English
24731,2,FCBA022949045920FE0DC02FA3A39DB2689CDD25,Email,.pdf,3083824,17843,10,English
24733,6,D0A2BB3FA1A617C610EC91D59CF1EF32409CE9B5,Email,.msg,1718272,14725,8,English
24756,1,1138E67C0E168F440EBADD7C0D63C0A30929DAE8,Email,.msg,145920,1795,1,English
24812,2,6869832E96DC2659F7F8681BA409E4C470F1C4D0,Email,.msg,59392,3018,2,English
24821,13,C5C467364CF235EFA4601B1BB160596E8C68BB6A,Email,.msg,179712,19968,9,English
24822,4,0334ADD329639D61B5F933D7B58D38DE6C63EFB8,Email,.msg,132608,7949,5,English
24851,10,AC7F0CF7215DB7F5A404C9162F38874F0D764A7E,Email,.msg,58368,9093,4,English
24860,1,AD568F2AED663CC5FF3CB923A4057DC8F35553EE,Email,.msg,75264,2686,2,English
24926,1,3AE41CE1A583254F58B7FA79F1A161C91500145E,Email,.msg,1500672,1453,1,English
24945,3,3F58F3C4E94654264B28BD9B77CCAB510766C155,Email,.msg,63488,7688,6,English
24989,1,72AB419F6C08974BE46D051FC0A4A26A97F6E596,Email,.msg,348672,3394,2,English
25009,1,4102292B583F0B8A264868683909BA76846D3E13,Email,.msg,7436800,2700,2,English
25030,5,CA7483BB0B6A3336B6D15F7589E013688C886A7F,Email,.msg,65536,5374,3,English
25085,3,C2FA66177D697E22C16F081C79E54EF94E0B975D,Email,.msg,48128,3568,3,English
25092,1,15CC8CABA859F7357704BF16E53423888E9BC2C3,Email,.msg,345600,6721,3,English
25093,4,C380A9073982497BDFCDA1D12638A181ACB6E832,Email,.msg,745984,10411,6,English
25103,5,F4E0F8A65824F05566775BD23096F44AD090C32C,Email,.msg,111616,10096,5,English
25104,6,9925CAC92C2803BB4CBE9385318FCF041EB0B661,Email,.msg,226304,6030,3,English
25125,2,F5CF01D84A3E8920F065A3CEAD0B087561EB4993,Email,.msg,116224,3530,3,English
25126,3,38B45AA13AE4D052DB76BC91701216C1F6C75479,Email,.msg,218112,1603,1,English
25135,5,F66F47D792AA74DD27188BE2FC1D8BB0CAF0C788,Email,.msg,747008,17362,9,English
25166,11,F8CBBF2CF0D74B3986176FB591D07BF51B2F2CC4,Email,.msg,115200,23699,11,English
25169,2,7D5023FBECB738A20DA2AF3A263FA83C7F692421,Email,.msg,59392,2286,2,English
25173,2,CA5E2DE53F98D383173E14FF50A91D6F0C2A5E90,Email,.msg,145408,12622,6,English
25195,5,52CC9454C06F426DC3B753967D9B5EA9B033D414,Email,.msg,111104,3315,2,English
25202,1,7E5C9A40AC003C577BA49E02B7B8E53942CE0FDA,Email,.msg,289280,3250,2,English
25213,1,FB6C5E462D88E360F48ADB9DE378BF5E748EC605,Email,.msg,48640,2050,2,English
25225,5,FB8633EF4BCD98C024AFB7BD07C98D3744E7296A,Email,.msg,655360,7752,5,English
25247,4,1F762E69520125FFBD0BD6094BD89BECED239237,Email,.msg,135680,8128,4,English
25256,4,68F66B4A1268468B6B69A26C0CA55BAC529C107D,Email,.msg,88576,4687,2,English
25295,3,B4A88F77D170D842CA2E4DC44524014901B18D06,Email,.msg,57344,2919,2,English
25303,1,D748E57ED9501415688B33E9A082E4E36AC2BB6B,Email,.msg,166400,3432,3,English
25310,7,B53124F64C79E3F6B60F985CD756A087EB90FF8C,Email,.msg,67072,5216,3,English
