8,E41BCEDFF63E40BE2298885D941C1159D5E7C0D6,2
9,E88B9BAF2CC814398E8A80FDD125DE1328FF13E5,2
28,BB52C4B09D2888B3B754FB7D7D38470838187DC7,1
39,47A840F07E2D670D0707A44068B13B5C4A264C00,3
45,6FA8CFCF23F50635513685DB2BBDB38F320DC556,2
52,5AF62E0D728714314CA05B6B520667ABCD933203,1
71,1280DDDD0B546637C5956E116B1072E5FF59C0D7,2
99,3A1B3D7F36B6C7ED7ED80F815716B80F2E39B183,0
121,6BAD4356D3FFB03B9099B929B6357E88FB0F5754,0
122,6D113A57E33665CB5746BDA4DCC5B6502361AE7C,2
123,6DEBE4494FF115876E37111C669E64D44BAAFE90,3
153,FC0533F4D6DC347620F43FC464486B7DCC30D578,1
183,0724DEEC9963D0FBCBA5A683D6007E67BCEB3527,1
188,013621FF09E998020C16B8FDF32005D4140BEB13,2
220,2BEA3DDC51DC1D15E981EBBD059B45425BCCEA0D,0
251,2BFF9117D5C6CD43AB5680CA1E9C943AF78E0F85,4
335,949531D5F8EEFB425A0ED0A2148604DA90EAFA45,1
343,0DE91A4D259FF7B7A8133F306239F9DCC62E8261,2
391,10F26276CAFA302EA9619270D65CDF4C8EE7021B,5
1438,70E66273311B32FCE66BBD83ED1E5A7B0F651FBC,1
1445,DCB4325797F97AD5A39665BB0D5C8E82E3346E35,2
1726,0013E91FB21C2104A440C806B961A7D42798D868,1
1734,27C134B6F7B2E312D139A36885288277E02B91DF,4
1793,AF65CDECBB26A55912A1FC5220C5E3C0F324E14C,2
1798,B3C01D90F032EB3CEF66451B940F72A8A7BE9766,1
1799,B430C9747A3ECBAB9B7685AA7845A9D0E9402336,0
1801,B6CFC703E70BA5D92EE1C5924FA512BB859BCD4D,1
1804,B95414522F45DBD02C075746666699F7EC3EC0F2,3
1809,BCA64F6004B0AAB56F9C0D6BF7CFBD2CBAD15709,1
1820,DA6C526BF8CEF85D3DEEC10F78229DF06D000E40,2
1827,D19873DA1E1707223E7A832EC6F4C9F0551027F2,2
1828,D3820F6D69C12BC397B37C7498C21615126D9598,4
1874,8983EAD29A9D31AEF645D75BC6184E8C2B5BC338,6
1877,D6877BFC7C0DD4DD87F544044CEFB4273435A8C5,4
1883,DF35AE2B0DB0B708F90CA7864431742DE4DCBDF3,0
1884,DF98FE6E64F645E775392BA0FCAEE99523FAD515,0
1887,E5A0C95AB95A0B966E62C8E5087885DAF6B53A79,3
1888,E6E74BE7690D53DA5FFEA6D88101D0CA3806CBF8,0
1890,E86BE31A24A5972B245EA4E0A13FE8A6D144F346,1
1891,F4D981482B7778B20B319D39C6FA0FB23959CB54,5
1893,E8B988DD259F483FE436124D192AF5F1DDDD5766,4
1896,385B5A365A77ABC5DFB861D8FF9F8CD9EA05F403,0
1900,3DB7A8003C27CD84D887C3DBB35D1F10F0D700AD,4
1901,3E7292BB94946F1D0E9E4E13BFCFF5252DE36CB8,1
1907,5900A58F16500FC0B0834D30F5682A895D28023D,7
1915,444B5D166C6D3DC07A43D9947ED15E59BFEA8F4F,2
1922,B675B3222CAF6EFCF36318EF1066F47D3D7AE87B,4
1926,47EB737D6BE4E64637CC7D16D5A72288F3BAFED8,4
1950,691E06E6567EC527B226CAC0E41DCBBB898C5897,5
1980,2435CDAFF915D7C90A53FAD20C61B0220BEFC9D4,6
1992,2A96E3AEE35039209FC5BB4FCD5264318C80B3DE,0
2016,69D8E68158A4504E1B6FF668DDE006E3ACA0DFCE,2
2046,6EAF4A3250128E2980333D0CEFC7D6711452399C,5
2049,801978005C02CFE083563F3A9ED8435A12F6325B,4
2061,77EB798E99F120EC51F129536DDEC99051DA5DF4,1
2066,09460D1441245A426C51A4ADE1B36CBE6E35994B,0
2121,4D40A61B523CD95766D34FCA7D78865C002FFA91,5
2151,1A58FBCB13634032CF0BB28432C27FC451A118EC,0
2165,00BFBED590F6D0A54A01A18E34EFB2D6B2E8DC92,3
2186,3417B94A0A32B8D4EA85EFABAC844958F78F72C9,5
2193,C5B1D76E1066B7B8D175EAE38DC2DFD35DFEA5F6,1
2197,34421EBD8F62AABA573A622CDD206F4B0B188618,4
2211,1E3BF33FF762EAAEE73550C3CE917515CBCC31E0,3
2214,350D45052601590D2E456452769E2103984B43FF,5
2252,36449DAF0C2C9E4F51C1AC209F1CB7FA4E07CD7A,2
2288,08F7ED48ABC96B539F8F8934EF912C70EC1C07B0,1
2300,E8C41C7E1F21A4E29368A09F470130BF96EF4B9D,1
2302,F1F8ED8066AEC61F5F916341FD6F3AA511C8FF64,1
2309,F33C530A8DB2901BDE5AFFAE782F06C05D2A54FF,2
2325,9F61EAA7EC24BF65AA1422B67A524843C96A67B3,0
2347,F81B987A032F3A1521FDBE56C5A926B7CE8D9390,3
2350,00391393CB15FC9361715433F53EB658DD7B2075,1
2376,FC4F88639C0082AEFBD0B25022EF87579AE2F7E7,0
2384,A4BA18E185D58BBDE9B414C309860CA24EF4C43E,5
2385,FEA06094169F070EE5686DFC8C10E726C9F69A03,1
2695,F456C6F09565620968644139AF6DB8775BE261CE,1
2700,F760AD938FEDD37F240FC34FBE5B4E066A26D698,4
2701,F7D9F87FC0D610F6AD62DE9BF4E3755088044D09,1
2705,F8DA973181B0AE689E7FAC44E6D18C921D78921F,5
2712,FDD7529E40A312C22B3358D72A57A2CF8F087C38,1
2713,FE177DF0B51CF42E4EFF9879EB43C68DD312D8D7,0
2718,3305B3C73CE73B67C51C9BDCA0D5DD435F411AE6,0
2727,33449BDFC7471F8D33DAF637D56A16FEE49A9840,0
2779,742809E23C581897EAF74F8B0CCB3A15D58CF9EA,1
2781,75130432CB3D73B4D58DE082FDD7F28A25332BBB,17
2809,389D22A1BB346C6DFA3CBD435DC624FEF779AE56,1
2810,0FAAC1C585CB3D7DA24667940CC1FCACACE006EE,4
2813,10107DC7EB2673BC4BDB3F9D80D6A651AA5E8D72,2
2829,10E15A55DF36581481D39E604A9BC7DDDDECD2E9,0
2843,36CDCE8771DA46E2386BA09B13C663B07A246630,6
2848,36FCFC6EBB6C3235D72F5491AE43F7C9A1DBEE33,1
2891,B9107BA3903E9C21FCC05AB5E96CFA8F526840A8,0
2896,B983F94224C906D0AA99EA26911A1C68AE45B687,2
2901,B9ABDF83BEF08023F0F8939AB043454550881A01,1
2902,4D3400587D17014735F2C9648B526940D79F7663,1
2923,185FA3930739A16B0D922D442C276B5FED3AA3BD,1
2925,BD332F3BACA9084B321D2C33ABBEC470B217ADED,3
2935,BE045950C006696F9ACBC038E96B326C5956D1B8,2
2940,BE8F58F66E732E8A59AC9B4E73F9AE13C104D88A,2
2964,434257692A82A2186BA78B4DAED2577938BD7A8F,0
2972,CC86A6C9173B16D87D82569103AC195FDC3AB2C2,2
2973,43B526CD17D6238509E15F5A304CEE2995A41472,0
2979,FCA1956633E5F77DEBA4726E3CEB09CDAC5733F6,0
2982,0AC0087885AD685D9F89C3BC0F23AC40422238A8,4
2985,444D28942D756E224EA505E2A34C9F00F083F089,0
3004,8360278E685931D9CD18E56DF84EDD4639491C26,13
3009,AE1108E3C0CED6B8B6F7F243784AE02EBD465EE3,4
3019,C086EB17A17643DC86BCC336956B3A9DA4A53B80,0
3022,19D1DB8D14BDE1D235E2542CB965086B006B86C9,3
3028,11437124F716B61DC64C2A7079364A79BC969937,2
3029,589930DE56417AFCEDC30D5308ADBC1CC54DDEBF,1
3031,E9E8D0D204BEA197020F0CB31A7EA2C58ED0D8AD,0
3039,91B4666B8F9E79C93C6E7097E9A314EE065105C0,3
